#{"t_start": 1607980931.0770926, "env_id": "Block-v5"}
r,l,t
1215.833295,1001,1006.764045
-1203.366646,510,1007.878528
-620.295044,846,1009.71863
2450.873844,732,1011.281548
892.131541,1001,1013.456285
1361.121303,1001,1015.690586
805.301909,1001,1017.846941
842.4522,1001,1020.025431
945.794617,1001,1022.214566
1416.763435,1001,1024.416794
1407.188389,1001,1026.597949
1650.815929,1001,1028.860751
1386.361697,1001,1031.053173
1563.081907,1001,1033.252937
1337.8898,1001,1035.43549
1150.158389,1001,1037.711807
1414.752222,1001,1039.903581
1462.460822,1001,1042.088333
1523.077103,1001,1044.274624
1631.474299,1001,1046.575032
1679.477914,1001,1048.763378
1594.040027,1001,1050.935415
1900.357954,1001,1053.12083
1716.125036,1001,1055.3559
1751.397767,1001,1057.547244
1599.447404,1001,1059.71398
1748.44334,1001,1061.893366
1492.259037,1001,1064.065579
1759.866377,1001,1066.25666
1646.019368,1001,1068.584308
1730.425008,1001,1070.761356
1663.681898,1001,1072.945899
1559.857837,1001,1075.187208
1623.027067,1001,1077.373368
1315.778747,1001,1079.556382
1576.573387,1001,1081.743751
1640.75088,1001,1083.937252
1787.401152,1001,1086.154326
1799.674178,1001,1088.341228
1688.659562,1001,1090.572388
713.80543,1001,1092.760007
1663.689431,1001,1094.950829
1691.363652,1001,1097.134711
1806.914138,1001,1099.410818
1644.850363,1001,1101.716041
1625.272885,1001,1103.927419
1522.093534,1001,1106.131042
1642.758548,1001,1108.33391
1655.543173,1001,1110.531594
1821.510318,1001,1112.75
1661.991641,1001,1114.984586
1752.228814,1001,1117.174404
1533.081909,1001,1119.372593
1328.199032,1001,1121.575504
1783.05269,1001,1123.780041
1822.26551,1001,1125.983902
1740.735592,1001,1128.20276
1724.30376,1001,1130.446588
1419.685219,1001,1132.62456
1791.024233,1001,1134.81629
1821.686088,1001,1137.083623
1836.834758,1001,1139.303967
1837.934659,1001,1141.505294
1771.475128,1001,1143.700399
1818.454746,1001,1145.88589
1804.340403,1001,1148.063607
1830.629966,1001,1150.318734
1724.582555,1001,1152.496355
1826.472889,1001,1154.690443
