#{"t_start": 1607859638.9319758, "env_id": "Block-v4"}
r,l,t
337.941148,87,374.970772
774.043192,313,376.18954
570.148603,174,376.869728
-747.361487,78,377.195146
25.104526,29,377.31313
2446.270214,361,378.729234
-786.036762,59,378.96695
-11.333435,8,378.999369
1393.103607,282,380.098707
-974.71249,69,380.365172
30.839326,48,380.553566
989.612806,174,381.242958
-675.245939,50,381.438556
-887.773475,40,381.596319
917.315755,182,382.322721
-462.920361,131,382.846326
655.222447,133,383.369015
225.008722,76,383.668511
-82.040627,43,383.841181
-11.026576,10,383.880602
1778.669536,336,385.201098
844.952668,218,386.052141
-772.026219,60,386.287334
369.042696,106,386.701477
-615.174642,164,387.356751
2424.061681,453,389.139854
995.050597,157,389.759642
-640.891241,63,390.0042
-923.598792,44,390.177738
2559.994669,423,391.835224
1568.209268,314,393.09518
-449.464626,179,393.793647
360.939133,87,394.136331
2954.549298,450,395.887438
1482.991603,268,396.940043
-30.756634,17,397.004992
-636.407362,84,397.333239
61.716758,32,397.467207
-804.452573,74,397.761085
403.60421,103,398.168791
72.300407,33,398.295412
2798.69857,544,400.405838
499.033731,131,400.925422
-737.971745,48,401.113572
3459.813736,491,403.035824
1827.201113,462,404.82953
1099.791,372,406.271487
-479.384017,89,406.620301
1292.684839,256,407.626868
-7.765379,25,407.722044
1483.77269,251,408.715848
-25.131927,8,408.748719
3674.849683,596,411.070985
-577.523554,97,411.445595
109.737336,51,411.646722
1591.282586,257,412.666055
6496.19589,1001,416.579634
4237.366106,407,418.172166
-71.689751,196,418.936675
-780.987279,57,419.162813
1303.158334,341,420.490181
-468.860329,143,421.048051
-827.170454,56,421.265723
-447.407207,130,421.769361
-1.530048,14,421.824512
322.429092,83,422.145997
898.932735,192,422.905325
-823.842752,58,423.133547
2193.456856,325,424.418166
3468.718942,538,426.510922
688.10071,119,426.970151
1657.754332,309,428.194109
9.208835,35,428.330157
-11.46615,15,428.392675
-583.316985,130,428.900769
918.640945,284,430.00772
501.85211,164,430.642642
70.61997,22,430.72908
2276.120816,386,432.235576
2434.321903,441,433.968314
-12.344464,40,434.124772
1776.17371,275,435.193257
541.858567,245,436.148384
-1000.072919,43,436.318013
-644.346346,92,436.676273
1243.930293,228,437.561001
4267.30485,638,440.067575
5162.710494,1001,444.012005
401.560132,259,445.02854
3775.836714,742,447.93448
98.668362,29,448.051139
-20.142063,11,448.098681
-57.572651,236,449.021516
1717.211463,407,450.606671
200.957322,116,451.059817
1210.525703,202,451.85609
6844.461804,1001,455.785654
88.544792,316,457.040303
2555.261749,479,458.941989
-690.094518,69,459.215308
276.999829,137,459.754935
4215.991232,685,462.419468
1008.076882,164,463.054727
561.611123,152,463.670524
217.105096,89,464.017286
84.768522,28,464.127634
763.982263,229,465.02267
-633.363106,64,465.274148
-434.402465,83,465.593988
-911.759253,18,465.665041
1454.105126,448,467.413145
-1070.461417,30,467.530089
-23.473578,12,467.578446
-123.484433,123,468.057656
2584.022928,500,470.016024
497.249521,136,470.543591
1511.577302,242,471.490561
339.201378,317,472.721578
860.654763,140,473.27717
3276.100513,544,475.413645
1974.937425,447,477.157874
-116.130271,167,477.802574
130.200809,185,478.535339
-37.739178,201,479.324916
-2.897213,1,479.332169
6764.809028,1001,483.251314
357.110221,165,483.91603
1358.823593,374,485.384997
3210.148328,462,487.204868
1301.197726,235,488.122359
758.10681,195,488.905217
583.02816,210,489.728726
708.958953,276,490.818877
297.359217,85,491.14962
297.963075,67,491.413499
4051.981189,839,494.721349
43.795804,95,495.100147
3114.134419,642,497.601459
507.258531,115,498.044195
44.608063,39,498.200415
605.840717,131,498.724333
337.105746,74,499.022924
-914.177994,55,499.242971
5175.527388,946,502.950185
-322.61031,124,503.432455
3071.262435,644,505.951956
437.091047,136,506.487865
-709.863569,80,506.800094
-39.378114,17,506.871346
2823.930905,514,508.873494
1073.899044,309,510.083999
-352.03722,165,510.728159
-12.860544,13,510.783079
489.250617,240,511.721694
-1042.528456,19,511.796051
1056.415075,201,512.587404
808.572259,277,513.666978
1840.589662,264,514.735705
1134.85144,226,515.622696
-487.252047,117,516.085029
116.73433,238,517.015483
1748.196419,420,518.667438
709.556844,303,519.871126
1463.744451,481,521.739157
168.839139,138,522.286088
201.882977,79,522.589653
1418.37522,382,524.087756
2166.706629,419,525.721113
1176.45282,200,526.508231
527.794562,112,526.944526
-691.812759,89,527.286778
-937.83007,40,527.441831
-586.135522,121,527.914439
1120.942982,409,529.516565
210.076007,36,529.656309
163.887588,194,530.415216
-903.615452,26,530.517184
2111.339402,488,532.434577
716.599132,184,533.148072
1664.054152,303,534.348564
2610.635893,420,535.954988
-770.212811,95,536.315286
2366.889201,416,537.916761
279.692321,70,538.184762
-567.557128,93,538.544242
1024.630933,228,539.430444
132.539762,240,540.350614
-886.557014,36,540.489094
2774.458563,404,542.043766
1131.422336,315,543.258113
265.834565,118,543.716141
1012.591833,325,545.011346
-659.858772,91,545.364171
100.307234,40,545.52774
424.764619,98,545.91071
14.568125,14,545.966499
4510.042706,924,549.578232
375.682635,77,549.882656
825.161059,311,551.090572
597.102073,411,552.693352
918.390733,279,553.784175
346.658479,74,554.071729
7424.309484,892,557.583971
200.371316,35,557.724077
269.436488,277,558.801114
4633.879588,724,561.66461
-127.203911,231,562.568949
1142.172647,217,563.427611
-547.35735,96,563.803316
180.699735,69,564.078042
630.072092,138,564.647179
-557.178288,183,565.374483
-916.206404,52,565.58117
31.247001,15,565.644057
-516.133037,95,566.017493
1502.647451,240,566.959157
-749.195757,66,567.218372
1694.548879,291,568.353421
-726.331993,48,568.542195
1375.403369,261,569.581571
769.228176,137,570.124878
116.294287,152,570.721363
138.320716,100,571.11821
266.097078,46,571.298908
-13.70742,15,571.355903
-555.233645,200,572.137574
776.230265,128,572.637903
-225.096717,171,573.317713
139.281364,52,573.521368
200.080553,226,574.409505
1110.513565,431,576.106337
477.434573,229,577.011702
412.921599,115,577.457021
3813.77347,738,580.346973
1841.049205,263,581.388455
3245.438308,391,582.911504
1762.6308,279,584.003589
-33.805127,19,584.07604
-320.642412,100,584.464494
688.293476,212,585.319314
-44.531087,79,585.630363
335.556658,111,586.063779
658.845233,318,587.289233
345.717018,115,587.732706
691.966143,116,588.181065
1545.143081,262,589.195974
31.388439,15,589.252151
1295.413743,340,590.59113
4933.222157,530,592.668738
-774.710194,62,592.911765
120.91373,54,593.12394
903.481444,159,593.747205
788.761364,181,594.44971
23.171308,227,595.357937
-496.94285,73,595.641471
367.578485,85,595.979445
336.187101,144,596.549875
-469.256514,83,596.875534
284.91004,49,597.070055
4601.851708,378,598.539583
-915.613955,62,598.780076
